classification_note_id,food_group,classification_note,item
classification_note_2609,Seafood,Species in category Pelagic Marine Fish outside top 100,Plain bonito
classification_note_2610,Seafood,Species in category Pelagic Marine Fish outside top 100,Maracaibo leatherjacket
classification_note_2611,Seafood,Species in category Pelagic Marine Fish outside top 100,European barracuda
classification_note_2612,Seafood,Species in category Pelagic Marine Fish outside top 100,Atlantic silverside
classification_note_2613,Seafood,Species in category Pelagic Marine Fish outside top 100,Longfin halfbeak
classification_note_2614,Seafood,Species in category Pelagic Marine Fish outside top 100,Cero
classification_note_2615,Seafood,Species in category Pelagic Marine Fish outside top 100,Pilotfish
classification_note_2616,Seafood,Species in category Pelagic Marine Fish outside top 100,Shrimp scad
classification_note_2617,Seafood,Species in category Pelagic Marine Fish outside top 100,Yellowspotted trevally
classification_note_2618,Seafood,Species in category Pelagic Marine Fish outside top 100,Mackerel scad
classification_note_2619,Seafood,Species in category Pelagic Marine Fish outside top 100,Blue trevally
classification_note_2620,Seafood,Species in category Pelagic Marine Fish outside top 100,Balao halfbeak
classification_note_2621,Seafood,Species in category Pelagic Marine Fish outside top 100,Pacific harvestfish
classification_note_2622,Seafood,Species in category Pelagic Marine Fish outside top 100,Mediterranean spearfish
classification_note_2623,Seafood,Species in category Pelagic Marine Fish outside top 100,Blue fathead
classification_note_2624,Seafood,Species in category Pelagic Marine Fish outside top 100,Bludger
classification_note_2625,Seafood,Species in category Pelagic Marine Fish outside top 100,Scaled herring
classification_note_2626,Seafood,Species in category Pelagic Marine Fish outside top 100,Pacific pomfret
classification_note_2627,Seafood,Species in category Pelagic Marine Fish outside top 100,Brilliant pomfret
classification_note_2628,Seafood,Species in category Pelagic Marine Fish outside top 100,Sunfish
classification_note_2629,Seafood,Species in category Pelagic Marine Fish outside top 100,Sickle pomfret
classification_note_2630,Seafood,Species in category Pelagic Marine Fish outside top 100,Cape fathead
classification_note_2631,Seafood,Species in category Pelagic Marine Fish outside top 100,Silver-stripe round herring
classification_note_2632,Seafood,Species in category Pelagic Marine Fish outside top 100,Bluefin trevally
classification_note_2633,Seafood,Species in category Pelagic Marine Fish outside top 100,Longnose anchovy
classification_note_2634,Seafood,Species in category Pelagic Marine Fish outside top 100,Banded rudderfish
classification_note_2635,Seafood,Species in category Pelagic Marine Fish outside top 100,Mediterranean flyingfish
classification_note_2636,Seafood,Species in category Pelagic Marine Fish outside top 100,Sand smelt
classification_note_2637,Seafood,Species in category Pelagic Marine Fish outside top 100,Bluestripe herring
classification_note_2638,Seafood,Species in category Pelagic Marine Fish outside top 100,Mediterranean dealfish
classification_note_2639,Seafood,Species in category Pelagic Marine Fish outside top 100,Red Sea houndfish
classification_note_2640,Seafood,Species in category Pelagic Marine Fish outside top 100,Bonitos nei
classification_note_2641,Seafood,Species in category Pelagic Marine Fish outside top 100,Slender rainbow sardine
classification_note_2642,Seafood,Species in category Pelagic Marine Fish outside top 100,Fortune jack
classification_note_2643,Seafood,Species in category Pelagic Marine Fish outside top 100,Butterfly kingfish
classification_note_2644,Seafood,Species in category Pelagic Marine Fish outside top 100,Lookdown
classification_note_2645,Seafood,Species in category Pelagic Marine Fish outside top 100,Guinean barracuda
classification_note_2646,Seafood,Species in category Pelagic Marine Fish outside top 100,Bigeye barracuda
classification_note_2647,Seafood,Species in category Pelagic Marine Fish outside top 100,Permit
classification_note_2648,Seafood,Species in category Pelagic Marine Fish outside top 100,Sawtooth barracuda
classification_note_2649,Seafood,Species in category Pelagic Marine Fish outside top 100,Starry butterfish
classification_note_2650,Seafood,Species in category Pelagic Marine Fish outside top 100,Atlantic needlefish
classification_note_2651,Seafood,Species in category Pelagic Marine Fish outside top 100,Longjaw leatherjacket
classification_note_2652,Seafood,Species in category Pelagic Marine Fish outside top 100,Island trevally
classification_note_2653,Seafood,Species in category Pelagic Marine Fish outside top 100,Lesser amberjack
classification_note_2654,Seafood,Species in category Pelagic Marine Fish outside top 100,Live sharksucker
classification_note_2655,Seafood,Species in category Pelagic Marine Fish outside top 100,Mediterranean sand smelt
classification_note_2656,Seafood,Species in category Pelagic Marine Fish outside top 100,Atlantic anchoveta
classification_note_2657,Seafood,Species in category Pelagic Marine Fish outside top 100,Atlantic fanfish
classification_note_2658,Seafood,Species in category Pelagic Marine Fish outside top 100,Yellowfin jack
classification_note_2659,Seafood,Species in category Pelagic Marine Fish outside top 100,Indian threadfish
classification_note_2660,Seafood,Species in category Pelagic Marine Fish outside top 100,Horse-eye jack
classification_note_2661,Seafood,Species in category Pelagic Marine Fish outside top 100,Southern sennet
classification_note_2662,Seafood,Species in category Pelagic Marine Fish outside top 100,Black jack
classification_note_2663,Seafood,Species in category Pelagic Marine Fish outside top 100,Australian bonito
classification_note_2664,Seafood,Species in category Pelagic Marine Fish outside top 100,Southern opah
classification_note_2665,Seafood,Species in category Pelagic Marine Fish outside top 100,Streamer fish
classification_note_2666,Seafood,Species in category Pelagic Marine Fish outside top 100,Blackfin barracuda
classification_note_2667,Seafood,Species in category Pelagic Marine Fish outside top 100,"Barracudas, etc. nei"
classification_note_2668,Seafood,Species in category Pelagic Marine Fish outside top 100,Double-lined mackerel
classification_note_2669,Seafood,Species in category Pelagic Marine Fish outside top 100,Atlantic smallwing flyingfish
classification_note_2670,Seafood,Species in category Pelagic Marine Fish outside top 100,Baelama anchovy
classification_note_2671,Seafood,Species in category Pelagic Marine Fish outside top 100,Banded needlefish
classification_note_2672,Seafood,Species in category Pelagic Marine Fish outside top 100,Bay anchovy
classification_note_2673,Seafood,Species in category Pelagic Marine Fish outside top 100,Big-scale pomfret
classification_note_2674,Seafood,Species in category Pelagic Marine Fish outside top 100,Black wing flyingfish
classification_note_2675,Seafood,Species in category Pelagic Marine Fish outside top 100,Blackblotch pompano
classification_note_2676,Seafood,Species in category Pelagic Marine Fish outside top 100,Blackfin jack
classification_note_2677,Seafood,Species in category Pelagic Marine Fish outside top 100,Blackfin scad
classification_note_2678,Seafood,Species in category Pelagic Marine Fish outside top 100,Blackflash ribbonfish
classification_note_2679,Seafood,Species in category Pelagic Marine Fish outside top 100,Blacksaddle herring
classification_note_2680,Seafood,Species in category Pelagic Marine Fish outside top 100,Bluespotted trevally
classification_note_2681,Seafood,Species in category Pelagic Marine Fish outside top 100,Bluntnose jack
classification_note_2682,Seafood,Species in category Pelagic Marine Fish outside top 100,Brassy trevally
classification_note_2683,Seafood,Species in category Pelagic Marine Fish outside top 100,Broad-barred king mackerel
classification_note_2684,Seafood,Species in category Pelagic Marine Fish outside top 100,Broad-striped anchovy
classification_note_2685,Seafood,Species in category Pelagic Marine Fish outside top 100,Butterfishes nei
classification_note_2686,Seafood,Species in category Pelagic Marine Fish outside top 100,Choelo halfbeak
classification_note_2687,Seafood,Species in category Pelagic Marine Fish outside top 100,Coastal trevally
classification_note_2688,Seafood,Species in category Pelagic Marine Fish outside top 100,Cottonmouth jack
classification_note_2689,Seafood,Species in category Pelagic Marine Fish outside top 100,Dealfish
